tconst,titleType,startYear,endYear,runYears,runtimeMinutes,genres,secGenres,maxSeason,avgMaxEps,actor,actress,archive_footage,self,writer,averageRating
tt0066722,tvSeries,1971,1975,4,60,Drama,History,5,13.6,4,5,0,0,1,8.4
tt0066723,tvSeries,1970,1975,5,60,Comedy,Music,1,6,0,0,0,10,0,6
tt0066725,tvSeries,1971,1971,0,60,Family,None,1,13,7,3,0,0,0,7.2
tt0067408,tvSeries,1971,1976,5,50,Crime,Drama,6,155.3333333,8,0,0,0,2,7.7
tt0067926,tvMiniSeries,1971,1971,0,196,Crime,Drama,1,2,8,2,0,0,0,7
tt0068027,tvSeries,1972,1972,0,60,Comedy,None,1,13,0,0,0,10,0,7.9
tt0068028,tvMiniSeries,1972,1973,1,476,Drama,None,1,5,7,3,0,0,0,8.3
tt0068029,tvSeries,1972,1974,2,30,Adventure,None,1,26,6,2,0,0,2,6.9
tt0068030,tvSeries,1972,1974,2,55,Adventure,Family,2,26,6,3,0,0,1,6.6
tt0068032,tvSeries,1969,1969,0,25,Comedy,None,4,6.5,3,7,0,0,0,5.8
tt0068033,tvSeries,1972,1972,0,30,Comedy,None,1,6,7,3,0,0,0,6.9
tt0068035,tvSeries,1974,1979,5,100,Game-Show,None,6,7.666666667,1,0,0,9,0,6.8
tt0068037,tvSeries,1972,1972,0,30,Animation,Family,1,16,5,5,0,0,0,6.2
tt0068039,tvSeries,1972,1972,0,30,Comedy,Romance,1,13,5,5,0,0,0,7.3
tt0068040,tvSeries,1972,1985,13,28,Comedy,None,10,6.8,6,2,0,0,2,8
tt0068041,tvSeries,1972,1973,1,30,Adventure,Drama,2,12,9,1,0,0,0,7.7
tt0068042,tvSeries,1972,1973,1,60,Adventure,Drama,1,8,7,3,0,0,0,6.6
tt0068043,tvSeries,1972,1973,1,30,Comedy,None,2,7.5,6,4,0,0,0,8.2
tt0068044,tvSeries,1972,1974,2,90,Crime,Drama,2,8,8,1,0,0,1,7.7
tt0068045,tvSeries,1971,1973,2,60,Crime,Drama,1,15,6,3,0,0,1,7.8
tt0068049,tvSeries,1972,1978,6,30,Comedy,None,6,23.66666667,5,3,0,0,2,8.1
tt0068052,tvSeries,1972,1974,2,30,Comedy,None,2,17,6,3,0,0,1,8.2
tt0068053,tvSeries,1972,1973,1,30,Comedy,None,1,20,6,3,0,0,1,6.5
tt0068054,tvSeries,1972,1976,4,50,Drama,None,7,13.14285714,4,4,0,0,2,8.2
tt0068055,tvSeries,1972,1973,1,25,Crime,None,1,5,5,5,0,0,0,6.9
tt0068059,tvSeries,1972,1974,2,50,Drama,History,2,14,10,0,0,0,0,8.3
tt0068060,tvSeries,1972,1973,1,90,Crime,Drama,1,5,5,4,0,0,1,7.1
tt0068061,tvSeries,1972,1973,1,30,Comedy,None,2,7.5,8,2,0,0,0,4.7
tt0068063,tvSeries,1972,1972,0,30,Comedy,None,1,2,5,1,0,4,0,6.7
tt0068064,tvSeries,1972,1973,1,60,Crime,Drama,1,3.5,6,3,0,0,1,7.2
tt0068065,tvSeries,1972,1973,1,30,Comedy,None,2,21.5,6,3,0,0,1,7.6
tt0068066,tvSeries,1972,1972,0,30,Comedy,None,1,8,6,4,0,0,0,7
tt0068067,tvSeries,1972,1979,7,60,Action,Adventure,7,18.71428571,7,1,0,0,2,7.8
tt0068069,tvSeries,1972,1972,0,30,Drama,Romance,1,4335,6,3,0,0,1,4.8
tt0068071,tvSeries,1970,1975,5,25,None,None,3,17.66666667,5,5,0,0,0,8.6
tt0068072,tvSeries,1972,1985,13,30,Animation,Comedy,8,45,5,2,0,0,0,6.7
tt0068074,tvSeries,1972,1973,1,60,Drama,Horror,1,22,7,2,0,0,1,7.6
tt0068077,tvSeries,1972,1974,2,90,Mystery,Western,2,5,9,1,0,0,0,7.9
tt0068078,tvSeries,1972,1972,0,30,Comedy,None,1,7,5,5,0,0,0,6.9
tt0068081,tvSeries,1970,1977,7,30,Comedy,Family,14,5.166666667,6,4,0,0,0,7.6
tt0068086,tvSeries,1972,1973,1,60,Crime,Drama,1,7,8,2,0,0,0,6.7
tt0068087,tvSeries,1972,1972,0,60,Comedy,Music,1,1,0,0,0,10,0,7.4
tt0068089,tvSeries,1972,1973,1,60,Music,None,1,24,8,0,0,2,0,8.9
tt0068090,tvSeries,1971,1974,3,60,Drama,None,3,13,6,4,0,0,0,8
tt0068091,tvSeries,1972,1972,0,60,Comedy,Family,1,1,1,1,0,8,0,6.3
tt0068092,tvSeries,1972,1992,20,30,Music,None,1,42,0,0,0,10,0,4.9
tt0068093,tvSeries,1972,1975,3,60,Adventure,Drama,3,20.66666667,8,0,0,0,2,7.6
tt0068096,tvSeries,1972,1976,4,30,Comedy,None,8,4.571428571,6,2,0,0,2,7
tt0068098,tvSeries,1972,1983,11,25,Comedy,Drama,11,22.81818182,7,2,0,0,1,8.4
tt0068099,tvSeries,1972,1973,1,90,Crime,Drama,1,6,8,2,0,0,0,7.3
tt0068102,tvSeries,1971,1971,0,30,Comedy,None,1,14,5,2,0,3,0,8
tt0068103,tvSeries,1972,1978,6,30,Comedy,None,6,23.5,4,5,0,0,1,7.3
tt0068109,tvSeries,1972,1974,2,30,Comedy,None,1,2,7,2,0,0,1,8
tt0068110,tvSeries,1972,1973,1,30,Comedy,None,1,13,3,5,0,0,2,7.3
tt0068112,tvSeries,1972,1973,1,83,Adventure,Animation,2,12,7,3,0,0,0,7.6
tt0068113,tvSeries,1969,1969,0,30,None,None,1,5,6,4,0,0,0,8
tt0068114,tvSeries,1972,1977,5,25,Comedy,Crime,1,669,5,4,0,0,1,7.5
tt0068115,tvSeries,1972,1974,2,25,Crime,None,2,16,7,3,0,0,0,7.5
tt0068118,tvSeries,1972,1973,1,30,Comedy,None,1,23,5,3,0,0,2,6.6
tt0068120,tvSeries,1972,2022,50,60,Family,Game-Show,48,85.28571429,0,0,0,10,0,7.5
tt0068121,tvSeries,1972,1972,0,25,Crime,None,1,13,6,4,0,0,0,8.1
tt0068122,tvSeries,1972,1974,2,30,Adventure,Crime,2,26,7,3,0,0,0,6.7
tt0068124,tvSeries,1972,1974,2,30,Drama,None,1,425,7,3,0,0,0,8.3
tt0068125,tvSeries,1972,1972,0,22,Animation,Family,1,12,6,4,0,0,0,6.8
tt0068126,tvSeries,1972,1976,4,60,Crime,Drama,4,23,7,1,0,0,2,6.8
tt0068127,tvSeries,1972,1972,0,30,Comedy,None,1,13,4,3,0,0,3,6.8
tt0068128,tvSeries,1972,1977,5,30,Comedy,None,6,22.5,7,2,0,0,1,7.9
tt0068131,tvSeries,1972,1973,1,60,Adventure,None,1,23,7,2,0,0,1,8.1
tt0068132,tvSeries,1972,1972,0,60,Drama,Mystery,2,12.5,5,2,0,1,2,7.1
tt0068134,tvSeries,1972,1976,4,30,Comedy,None,4,6.25,7,3,0,0,0,8.2
tt0068135,tvSeries,1972,1977,5,60,Action,Crime,5,23.8,8,1,0,0,1,7.3
tt0068136,tvSeries,1972,1972,0,30,Comedy,None,1,10,5,5,0,0,0,7.9
tt0068137,tvSeries,1974,1974,0,30,Adventure,Family,1,23,7,3,0,0,0,6.9
tt0068138,tvSeries,1972,1974,2,30,Comedy,None,2,22,3,5,0,0,2,7.6
tt0068147,tvSeries,1972,1974,2,30,Comedy,None,2,11,0,0,0,10,0,8.8
tt0068148,tvSeries,1972,1974,2,30,Animation,Comedy,3,16,8,2,0,0,0,7.6
tt0068149,tvSeries,1972,1981,9,60,Drama,Family,9,23.55555556,5,4,0,0,1,7.6
tt0068151,tvSeries,1972,1973,1,30,Drama,None,1,4,6,4,0,0,0,6.8
tt0068527,tvMiniSeries,1972,1973,1,50,Drama,History,1,8,7,3,0,0,0,7
tt0068792,tvSeries,1972,1974,2,25,Action,Adventure,1,1,9,1,0,0,0,7.9
tt0069286,tvSeries,1972,1972,0,30,Comedy,None,1,9,7,3,0,0,0,6.4
tt0069553,tvSeries,1973,1973,0,30,Comedy,None,1,13,6,4,0,0,0,8
tt0069555,tvSeries,1973,1973,0,30,Comedy,None,1,6,7,3,0,0,0,5.4
tt0069557,tvSeries,1973,1980,7,60,Crime,Drama,8,22.25,8,1,0,0,1,6.9
tt0069558,tvSeries,1973,1973,0,25,Drama,None,1,13,5,5,0,0,0,7.6
tt0069560,tvSeries,1973,1977,4,60,Comedy,None,3,17.33333333,7,3,0,0,0,7.7
tt0069562,tvSeries,1973,1974,1,30,Comedy,None,2,13.5,6,4,0,0,0,7.4
tt0069564,tvSeries,1973,1973,0,30,Comedy,None,1,7,6,3,0,0,1,4.8
tt0069565,tvSeries,1973,1973,0,60,Comedy,Music,1,13,0,0,0,10,0,8.2
tt0069566,tvSeries,1973,1976,3,30,Music,None,2,14.5,0,0,0,10,0,6
tt0069567,tvSeries,1973,1973,0,30,Comedy,None,1,13,7,3,0,0,0,6.7
tt0069572,tvSeries,1973,1974,1,60,Crime,Drama,1,21,8,0,0,0,2,7.3
tt0069573,tvSeries,1974,1974,0,30,Game-Show,None,1,1,1,1,0,2,0,6.3
tt0069574,tvSeries,1973,1974,1,30,Comedy,None,1,15,4,3,0,0,3,7.1
tt0069575,tvSeries,1973,1974,1,60,Drama,None,1,14,6,2,0,0,2,6.8
tt0069577,tvSeries,1973,1974,1,22,Comedy,Western,1,26,5,3,0,0,2,5.2
tt0069580,tvSeries,1973,1974,1,30,Drama,Fantasy,1,26,6,3,0,1,0,7.8
tt0069581,tvSeries,1973,1974,1,90,Drama,None,1,4,6,4,0,0,0,7.8
tt0069582,tvSeries,1974,1974,0,50,Crime,Drama,1,13,9,1,0,0,0,7.1
tt0069584,tvSeries,1971,1973,2,30,Comedy,None,3,15.66666667,5,3,0,0,2,6.5
tt0069585,tvSeries,1973,1974,1,30,Comedy,Fantasy,1,22,4,5,0,0,1,6.7
tt0069587,tvSeries,1973,1974,1,60,Crime,Drama,1,12,7,2,0,0,1,6.3
tt0069588,tvSeries,1972,1972,0,28,Adventure,Mystery,1,7,9,1,0,0,0,6.3
tt0069589,tvSeries,1973,1974,1,90,Crime,Drama,1,7,6,3,0,0,1,7.7
tt0069592,tvSeries,1973,1973,0,30,Comedy,None,1,13,4,5,0,0,1,7.5
tt0069597,tvSeries,1973,1973,0,50,Drama,None,1,4,4,6,0,0,0,8.9
tt0069598,tvSeries,1973,1979,6,45,Comedy,Music,5,6,6,2,0,1,1,7.5
tt0069599,tvSeries,1973,1978,5,60,Action,Crime,5,23.4,9,0,0,0,1,7.1
tt0069602,tvSeries,1973,2010,37,30,Comedy,None,28,9.321428571,3,6,0,0,1,7
tt0069603,tvSeries,1973,1974,1,30,Comedy,None,1,22,4,3,0,0,3,6.3
tt0069604,tvSeries,1973,1974,1,60,Drama,Romance,1,12,6,4,0,0,0,6.4
tt0069605,tvSeries,1973,1973,0,30,Comedy,None,1,12,7,3,0,0,0,7.4
tt0069606,tvSeries,1973,1974,1,60,Adventure,Crime,1,21,8,1,0,0,1,7.5
tt0069607,tvSeries,1973,1976,3,30,Comedy,None,6,6.5,4,4,0,0,2,7.2
tt0069608,tvSeries,1973,1990,17,30,Comedy,Game-Show,9,165.2222222,0,0,0,10,0,8.3
tt0069611,tvSeries,1973,1973,0,50,Drama,Sci-Fi,1,6,8,2,0,0,0,6.8
tt0069614,tvSeries,1973,1974,1,30,Comedy,None,1,7,7,3,0,0,0,6.8
tt0069615,tvSeries,1973,1974,1,60,Crime,Drama,1,15,8,2,0,0,0,5.4
tt0069618,tvSeries,1973,1973,0,30,Comedy,None,1,7,8,2,0,0,0,6.3
tt0069620,tvSeries,1973,1987,14,120,Action,Crime,6,15.83333333,8,0,0,0,2,7.5
tt0069623,tvSeries,1972,1975,3,30,Comedy,None,4,6.5,4,4,0,0,2,6.8
tt0069626,tvSeries,1974,1975,1,30,Adventure,None,1,20,9,1,0,0,0,6.9
tt0069627,tvSeries,1973,2009,36,3,Animation,Family,4,5,4,6,0,0,0,8.2
tt0069629,tvSeries,1973,1973,0,30,Animation,Comedy,47,20.66666667,6,4,0,0,0,6.9
tt0069630,tvSeries,1973,1974,1,73,Action,Crime,1,7,8,2,0,0,0,6.5
tt0069632,tvSeries,1973,1975,2,30,Comedy,Family,2,14.5,5,2,0,0,3,6.9
tt0069633,tvSeries,1972,1974,2,90,Comedy,Crime,1,4,6,3,0,0,1,7.8
tt0069634,tvSeries,1973,1978,5,30,Comedy,None,3,7.333333333,6,4,0,0,0,7.6
tt0069637,tvSeries,1973,1975,2,30,Action,Adventure,2,11,7,2,0,0,1,7.3
tt0069638,tvSeries,1973,1974,1,60,Sci-Fi,None,1,16,7,2,0,0,1,6.3
tt0069640,tvSeries,1973,1973,0,50,Adventure,None,1,7,8,2,0,0,0,8
tt0069641,tvSeries,1973,1985,12,60,Action,Adventure,9,6.333333333,7,2,0,0,1,7.2
tt0069643,tvSeries,1973,1974,1,90,Crime,Drama,1,4,7,3,0,0,0,7.3
tt0069644,tvSeries,1973,1973,0,30,Comedy,None,1,9,6,4,0,0,0,7.8
tt0069646,tvSeries,1973,1974,1,60,Crime,Drama,1,22,6,3,0,0,1,7.6
tt0069647,tvSeries,1973,1979,6,30,Drama,Fantasy,8,8.5,6,3,0,0,1,7.2
tt0069648,tvSeries,1973,1973,0,30,Comedy,None,1,13,8,2,0,0,0,8.3
tt0069653,tvSeries,1974,1974,0,192,Adventure,Animation,1,7,6,4,0,0,0,7.2
tt0069655,tvSeries,1973,1974,1,30,Comedy,None,3,8.666666667,4,6,0,0,0,7.8
tt0069656,tvSeries,1972,1978,6,45,Family,Game-Show,3,5,2,0,0,8,0,8.3
tt0069657,tvSeries,1973,1978,5,30,Documentary,None,0,0,0,0,0,1,0,8.7
tt0069658,tvSeries,1973,2022,49,37,Drama,Romance,1,5931.5,4,4,0,0,2,5.2
tt0069862,tvSeries,1973,1977,4,50,Drama,None,1,83,4,5,0,0,1,8.7
tt0070964,tvMiniSeries,1974,1974,0,360,Comedy,Family,1,4,5,5,0,0,0,7.3
tt0070965,tvSeries,1974,1975,1,120,Crime,Drama,1,3,6,3,0,0,1,6.4
tt0070966,tvSeries,1974,1976,2,30,Comedy,None,4,6.5,4,5,0,0,1,7.1
tt0070967,tvSeries,1974,1975,1,60,Drama,Family,2,14,5,4,0,0,1,6.6
tt0070968,tvSeries,1974,1974,0,24,Adventure,Animation,1,52,4,6,0,0,0,7.5
tt0070970,tvSeries,1974,1974,0,15,Animation,Comedy,1,13,2,2,0,0,1,7.7
tt0070972,tvSeries,1974,1974,0,60,Adventure,Family,1,13,8,2,0,0,0,7
tt0070973,tvSeries,1974,1977,3,50,Comedy,Drama,1,128,5,5,0,0,0,7.4
tt0070975,tvSeries,1974,1978,4,30,Comedy,None,4,22,7,2,0,0,1,6.8
tt0070976,tvSeries,1974,1974,0,30,Crime,Drama,1,13,8,2,0,0,0,7.2
tt0070977,tvSeries,1972,1974,2,60,Drama,None,2,6.5,6,4,0,0,0,7.6
tt0070978,tvSeries,1974,1974,0,30,Western,None,1,12,9,1,0,0,0,6.3
tt0070979,tvSeries,1974,1974,0,60,Comedy,None,1,1,0,0,0,10,0,7.8
tt0070981,tvSeries,1974,1998,24,60,Crime,Drama,25,11.24,10,0,0,0,0,6.6
tt0070982,tvSeries,1974,1980,6,90,Comedy,Music,5,112,0,0,0,10,0,7
tt0070983,tvSeries,1974,1974,0,30,Western,None,1,14,6,3,0,0,1,7.8
tt0070984,tvSeries,1974,1974,0,30,Comedy,None,1,13,7,2,0,0,1,7.5
tt0070985,tvSeries,1975,1975,0,30,Comedy,Game-Show,0,0,6,2,0,2,0,8
tt0070986,tvSeries,1974,1975,1,30,Comedy,None,2,6.5,5,3,0,0,2,6.5
tt0070987,tvSeries,1975,1976,1,60,Crime,None,1,6,9,1,0,0,0,8.6
tt0070988,tvSeries,1974,1974,0,30,Adventure,None,1,13,6,3,0,0,1,7.8
tt0070990,tvSeries,1974,1975,1,60,Crime,Drama,1,22,7,1,0,0,2,6.2
tt0070991,tvSeries,1974,1979,5,30,Comedy,None,6,22.16666667,4,3,0,0,3,7.4
tt0070992,tvSeries,1974,1984,10,30,Comedy,Family,11,23.18181818,7,2,0,0,1,7.4
tt0070993,tvSeries,1973,1976,3,60,Action,Crime,2,22,7,2,0,0,1,7.5
tt0070994,tvSeries,1974,1975,1,45,None,None,1,21,6,4,0,0,0,5.6
tt0070995,tvSeries,1974,1988,14,30,Game-Show,None,0,0,0,2,0,8,0,6.9
tt0070996,tvSeries,1974,1975,1,22,Action,Adventure,1,16,6,2,0,0,2,6.9
tt0070997,tvSeries,1974,1975,1,30,Drama,None,1,335,4,5,0,0,1,7.8
tt0071002,tvSeries,1974,1974,0,30,Action,Adventure,1,5,7,3,0,0,0,7.4
tt0071003,tvSeries,1974,1975,1,51,Horror,Mystery,1,20,7,2,0,0,1,8.4
tt0071005,tvSeries,1974,1977,3,30,Adventure,Family,3,14.33333333,5,2,0,0,3,7.1
tt0071007,tvSeries,1974,1983,9,60,Drama,Family,9,22.55555556,3,6,0,0,1,7.5
tt0071008,tvSeries,1974,1975,1,60,Drama,Sport,1,22,6,3,0,0,1,7.1
tt0071009,tvSeries,1974,1976,2,48,Music,None,3,7,0,0,0,10,0,6.9
tt0071010,tvSeries,1974,1975,1,60,Drama,None,1,22,7,2,0,0,1,7.1
tt0071012,tvSeries,1974,1976,2,90,Drama,None,2,22,7,1,0,0,2,7.4
tt0071013,tvSeries,1974,1974,0,30,Comedy,None,1,8,7,3,0,0,0,6.8
tt0071014,tvSeries,1974,1975,1,30,Comedy,None,1,7,9,1,0,0,0,7.2
tt0071017,tvSeries,1974,1974,0,60,Crime,Drama,1,13,6,1,0,0,3,7.4
tt0071023,tvSeries,1974,1974,0,60,Adventure,Drama,1,6,7,3,0,0,0,7
tt0071025,tvSeries,1974,1975,1,30,Comedy,None,3,5.666666667,6,4,0,0,0,7.4
tt0071029,tvSeries,1974,1975,1,30,Comedy,None,1,12,9,1,0,0,0,6.9
tt0071031,tvSeries,1974,1975,1,30,Comedy,None,1,14,6,2,0,0,2,7.7
tt0071032,tvSeries,1974,1976,2,60,Crime,Drama,2,22,6,1,0,0,3,7.2
tt0071033,tvSeries,1974,1974,0,47,Adventure,Sci-Fi,1,14,9,0,0,0,1,7.1
tt0071034,tvSeries,1974,1978,4,120,Action,Crime,4,22.5,8,1,0,0,1,6.6
tt0071035,tvSeries,1974,2016,42,30,Music,None,4,10,0,0,0,10,0,7.1
tt0071036,tvSeries,1974,1977,3,45,Comedy,Crime,3,6.666666667,10,0,0,0,0,8.3
tt0071038,tvSeries,1974,1976,2,30,Adventure,Crime,2,13,7,3,0,0,0,7.8
tt0071040,tvSeries,1974,1978,4,30,Comedy,None,5,22,4,3,0,0,3,6.8
tt0071041,tvSeries,1974,1978,4,30,Comedy,None,4,6.75,6,4,0,0,0,7.7
tt0071042,tvSeries,1974,1980,6,50,Crime,Drama,6,19.66666667,7,1,0,0,2,8.2
tt0071043,tvSeries,1974,1974,0,5,Animation,Comedy,1,2,1,0,0,0,1,7
tt0071046,tvSeries,1974,1976,2,50,Adventure,Drama,2,12.5,7,3,0,0,0,8.4
tt0071050,tvSeries,1974,1977,3,30,Action,Family,3,9.333333333,7,1,0,0,2,6.5
tt0071052,tvSeries,1975,1975,0,60,Mystery,None,3,7,10,0,0,0,0,7.8
tt0071053,tvSeries,1974,1974,0,60,Action,Drama,1,5,6,2,0,0,2,7.4
tt0071054,tvSeries,1974,1978,4,60,Action,Crime,5,20,8,2,0,0,0,7.1
tt0071055,tvSeries,1974,1974,0,60,Comedy,Music,1,1,0,0,0,10,0,5.3
tt0071056,tvSeries,1974,1974,0,60,Drama,None,1,7,5,4,0,0,1,9
tt0071057,tvSeries,1974,1976,2,30,Comedy,None,3,9,7,3,0,0,0,7.4
tt0071059,tvSeries,1974,1978,4,60,Action,Comedy,4,13.25,8,1,0,0,1,8.1
tt0071060,tvSeries,1972,1979,7,30,Comedy,None,7,9.714285714,7,3,0,0,0,7.4
tt0071061,tvSeries,1974,1982,8,110,Family,None,8,37.75,0,0,0,10,0,7.8
tt0071063,tvSeries,1974,1977,3,30,Comedy,Game-Show,3,125.75,0,0,0,9,1,6.9
tt0071064,tvSeries,1974,1975,1,30,Comedy,None,1,8,7,2,0,0,1,7.8
tt0071065,tvSeries,1974,1975,1,30,Comedy,None,2,19.5,5,2,0,0,3,6.8
tt0071066,tvSeries,1974,1974,0,30,Comedy,None,1,8,8,2,0,0,0,6.8
tt0071067,tvSeries,1974,1976,2,60,Music,None,3,17,0,0,0,10,0,6.5
tt0071071,tvSeries,1974,1978,4,30,Sport,None,0,0,0,0,0,9,1,7.4
tt0071073,tvSeries,1973,1974,1,30,Game-Show,None,0,0,1,0,0,6,0,5
tt0071075,tvSeries,1973,1974,1,52,Documentary,History,1,26,1,0,0,9,0,9.2
tt0071325,tvSeries,1974,1975,1,50,Drama,History,1,24,10,0,0,0,0,6.2
tt0072163,tvSeries,1974,1976,2,60,Crime,None,1,39,4,4,0,0,2,6.1
tt0072468,tvSeries,1975,1975,0,60,Drama,None,1,6,6,4,0,0,0,5.1
tt0072470,tvSeries,1975,1976,1,60,Western,None,1,13,6,3,0,0,1,6.8
tt0072471,tvSeries,1975,1978,3,60,Crime,Drama,4,20.5,8,1,0,0,1,6.7
tt0072472,tvSeries,1975,1982,7,30,Comedy,Drama,8,21.25,8,0,0,0,2,8.3
tt0072474,tvSeries,1975,1975,0,60,Drama,None,1,11,8,2,0,0,0,7.4
tt0072477,tvSeries,1975,1975,0,30,Comedy,None,1,10,6,4,0,0,0,6.2
tt0072478,tvSeries,1975,1976,1,60,Action,Crime,2,11,6,2,0,0,2,6.9
tt0072479,tvSeries,1975,1975,0,30,Comedy,None,1,14,6,1,0,0,3,5.9
tt0072480,tvSeries,1975,1978,3,30,Comedy,Music,3,3,0,0,0,9,1,6.2
tt0072481,tvSeries,1975,1976,1,60,Crime,Drama,1,24,6,2,0,0,2,7.2
tt0072483,tvSeries,1975,1975,0,60,Crime,Drama,1,13,5,4,0,0,1,6.9
tt0072484,tvMiniSeries,1975,1975,0,25,Family,Fantasy,1,10,6,4,0,0,0,7.5
tt0072485,tvSeries,1975,1976,1,60,Comedy,Music,2,12,1,0,0,9,0,7.4
tt0072489,tvSeries,1975,1977,2,30,Comedy,None,4,6.5,6,3,0,0,1,7
tt0072490,tvSeries,1975,1982,7,30,Talk-Show,None,0,0,0,0,0,10,0,7.8
tt0072491,tvSeries,1975,1976,1,30,Comedy,None,2,14.5,3,4,0,0,3,7
tt0072492,tvSeries,1975,1977,2,30,Comedy,None,2,13,6,3,0,0,1,7.1
tt0072493,tvSeries,1975,1976,1,60,Drama,None,1,6.5,5,3,0,0,2,7.9
tt0072496,tvSeries,1975,1976,1,100,Crime,Drama,1,22,6,2,0,0,2,8.3
tt0072498,tvSeries,1975,1975,0,60,Drama,None,1,10,7,3,0,0,0,7.2
tt0072499,tvSeries,1975,1976,1,30,Comedy,Family,1,15,6,1,0,0,3,6.2
tt0072500,tvSeries,1975,1979,4,30,Comedy,None,2,6,5,5,0,0,0,8.8
tt0072501,tvSeries,1975,1976,1,30,Comedy,None,1,10,4,5,0,0,1,6.8
tt0072504,tvSeries,1975,1978,3,30,Comedy,None,2,5,9,1,0,0,0,7
tt0072505,tvSeries,1975,1975,0,30,Comedy,Family,1,15,7,2,0,0,1,7.1
tt0072506,tvSeries,1975,2022,47,120,News,Talk-Show,44,68.5,0,0,0,7,3,4.5
tt0072507,tvMiniSeries,1975,1976,1,30,Comedy,None,1,7,4,3,0,0,3,6.5
tt0072512,tvSeries,1975,1975,0,30,Comedy,None,1,13,6,4,0,0,0,7.8
tt0072514,tvSeries,1975,1979,4,30,Comedy,None,2,6,5,4,0,0,1,8
tt0072515,tvSeries,1975,1976,1,60,Adventure,Sci-Fi,1,12,6,2,0,0,2,6.6
tt0072516,tvSeries,1975,1976,1,30,Adventure,Family,2,11,6,3,0,0,1,6.7
tt0072518,tvSeries,1976,1977,1,5,Animation,Family,1,10,3,1,0,0,0,7.4
tt0072519,tvSeries,1975,1985,10,30,Comedy,None,11,23,3,3,0,0,4,7.5
tt0072522,tvSeries,1975,1976,1,60,Crime,Drama,1,23,5,4,0,0,1,7.3
tt0072523,tvSeries,1975,1976,1,30,Comedy,None,1,13,6,4,0,0,0,7.3
tt0072525,tvSeries,1975,1975,0,30,Comedy,None,1,13,3,4,0,0,3,7.7
tt0072526,tvSeries,1975,1975,0,60,Crime,Drama,1,10,6,2,0,0,2,6.6
tt0072528,tvSeries,1975,1975,0,60,Crime,Drama,1,4,9,1,0,0,0,5
tt0072529,tvSeries,1975,1980,5,30,Comedy,None,5,21.4,6,3,0,0,1,7.5
tt0072535,tvSeries,1976,1976,0,25,Adventure,Drama,1,24,6,3,0,0,1,8
tt0072536,tvSeries,1975,1976,1,30,Family,Sci-Fi,1,16,5,2,0,0,3,6.7
tt0072541,tvSeries,1975,1981,6,30,Comedy,Family,6,20.66666667,0,0,0,10,0,7.8
tt0072542,tvSeries,1975,1976,1,60,Action,Crime,1,13,6,3,0,0,1,5.2
tt0072543,tvSeries,1975,1976,1,90,Comedy,Crime,1,3,7,1,0,0,2,6.4
tt0072544,tvSeries,1975,1976,1,60,Drama,None,1,11,3,5,0,0,2,7.6
tt0072545,tvSeries,1975,1976,1,60,Drama,None,1,12,8,2,0,0,0,6.4
tt0072546,tvSeries,1975,1975,0,30,Comedy,None,1,8,5,3,0,0,2,3.5
tt0072548,tvSeries,1975,1976,1,30,Comedy,None,2,6.5,9,1,0,0,0,6.4
tt0072551,tvSeries,1974,1974,0,30,Comedy,None,1,13,7,3,0,0,0,8.1
tt0072553,tvSeries,1975,1976,1,30,Comedy,None,1,21,8,0,0,0,2,7.4
tt0072554,tvSeries,1975,1984,9,30,Comedy,None,9,22,4,3,0,0,3,6.6
tt0072555,tvSeries,1975,1975,0,396,Family,None,4,4,7,3,0,0,0,8.1
tt0072556,tvSeries,1975,1977,2,30,Comedy,None,2,24,4,4,0,0,2,6.4
tt0072558,tvSeries,1975,1976,1,30,Comedy,Music,2,7,7,3,0,0,0,7.5
tt0072559,tvSeries,1975,1989,14,30,Drama,Romance,1,1757.5,4,4,0,0,2,7.2
tt0072560,tvSeries,1975,1976,1,50,Action,Crime,2,18.5,6,2,0,0,2,6.7
tt0072561,tvSeries,1975,1977,2,90,Comedy,Music,3,8.666666667,0,0,0,10,0,7.6
tt0072562,tvSeries,1975,2022,47,90,Comedy,Music,45,18.85714286,4,2,0,3,1,8
tt0072564,tvSeries,1975,1977,2,50,Adventure,Drama,2,24,6,4,0,0,0,7.3
tt0072567,tvSeries,1975,1979,4,60,Action,Crime,4,22.75,8,1,0,0,1,7
tt0072571,tvSeries,1975,1975,0,30,Comedy,None,1,13,4,6,0,0,0,8
tt0072572,tvSeries,1975,1977,2,50,Drama,Sci-Fi,3,12.66666667,5,4,0,0,1,8
tt0072573,tvSeries,1975,1976,1,60,Adventure,Family,1,20,8,2,0,0,0,6.5
tt0072574,tvSeries,1975,1978,3,90,Action,Crime,3,23,7,2,0,0,1,7.2
tt0072576,tvSeries,1975,1975,0,60,Adventure,Drama,1,12,6,3,0,0,1,7.9
tt0072577,tvSeries,1975,1979,4,30,Comedy,None,4,7,5,4,0,0,1,7.9
tt0072580,tvSeries,1975,1975,0,30,Comedy,None,1,6,6,3,0,0,1,6
tt0072581,tvSeries,1974,1974,0,30,Comedy,None,1,12,5,4,0,0,1,7.3
tt0072582,tvSeries,1975,1979,4,30,Comedy,None,4,23.75,7,1,0,0,2,7
tt0072584,tvSeries,1983,2022,39,30,Family,Game-Show,37,109.1428571,2,0,0,7,1,6.7
tt0072585,tvSeries,1975,1975,0,30,Adventure,Comedy,1,13,6,1,0,0,3,7.3
