tconst,titleType,startYear,endYear,runYears,runtimeMinutes,genres,secGenres,maxSeason,avgMaxEps,actor,actress,archive_footage,self,writer,averageRating
tt0039123,tvSeries,1947,1958,11,60,Drama,None,11,47,9,1,0,0,0,8.2
tt0040021,tvSeries,1948,1950,2,30,Drama,None,2,32.5,6,3,0,1,0,7.2
tt0040028,tvSeries,1948,1958,10,30,Comedy,Family,1,10.5,0,0,0,10,0,6.7
tt0040036,tvSeries,1948,1950,2,30,Drama,None,2,41,8,2,0,0,0,8.5
tt0040041,tvSeries,1948,1956,8,60,Comedy,Family,8,22.85714286,0,1,0,9,0,7.7
tt0040048,tvSeries,1948,1967,19,60,Music,None,18,26,0,0,0,10,0,7.6
tt0040049,tvSeries,1948,1956,8,60,Drama,None,8,33.125,8,0,0,2,0,7.9
tt0040051,tvSeries,1948,1958,10,60,Drama,None,10,46.7,6,2,0,1,1,7.7
tt0040053,tvSeries,1948,1971,23,60,Music,Talk-Show,24,45.45833333,2,0,0,8,0,7.9
tt0041002,tvSeries,1949,1959,10,60,Music,None,1,4.5,0,0,0,10,0,6.6
tt0041005,tvSeries,1949,1950,1,30,Drama,History,2,35,6,4,0,0,0,7.1
tt0041007,tvSeries,1949,1959,10,30,Drama,None,9,20,6,0,0,4,0,7.5
tt0041014,tvSeries,1949,1955,6,30,Action,Adventure,0,0,10,0,0,0,0,7.3
tt0041015,tvSeries,1949,1952,3,60,Comedy,Family,3,30.66666667,0,0,0,10,0,8
tt0041021,tvSeries,1949,1950,1,30,Comedy,Music,1,39,0,0,0,10,0,7.1
tt0041023,tvSeries,1949,1955,6,30,Drama,None,7,34.28571429,8,1,0,1,0,8.1
tt0041024,tvSeries,1952,1957,5,30,Comedy,Drama,5,38.8,6,4,0,0,0,7.7
tt0041027,tvSeries,1949,1957,8,30,Comedy,None,1,0.5,5,5,0,0,0,7.7
tt0041030,tvSeries,1952,1954,2,60,Family,Western,2,26,10,0,0,0,0,7.8
tt0041034,tvSeries,1949,1949,0,60,Comedy,Family,2,9,1,0,0,9,0,7.3
tt0041036,tvSeries,1948,1950,2,30,Comedy,None,1,12,6,4,0,0,0,7.4
tt0041037,tvSeries,1946,1952,6,30,Horror,Mystery,4,39.5,9,1,0,0,0,7
tt0041038,tvSeries,1949,1957,8,30,Western,None,5,44.2,8,0,0,0,2,7.7
tt0041039,tvSeries,1949,1957,8,30,Comedy,Drama,8,35,4,6,0,0,0,8.4
tt0041040,tvSeries,1949,1954,5,30,Action,Crime,5,16.8,6,3,0,0,1,7.5
tt0041042,tvSeries,1949,1954,5,30,Drama,None,3,27.66666667,9,1,0,0,0,7.3
tt0041050,tvSeries,1949,1952,3,30,Comedy,Family,3,45.33333333,5,5,0,0,0,7.6
tt0041053,tvSeries,1949,1950,1,30,Drama,Romance,1,39,7,2,0,1,0,8.1
tt0041054,tvSeries,1949,1949,0,30,Drama,None,1,13,3,6,0,1,0,7.9
tt0041060,tvSeries,1950,1950,0,30,Family,None,0,0,4,0,0,6,0,6.9
tt0041061,tvSeries,1949,1954,5,25,Drama,Mystery,6,43.5,6,3,0,1,0,7.7
tt0041069,tvSeries,1949,1963,14,30,Music,None,11,23.66666667,0,0,0,10,0,6.9
tt0041076,tvSeries,1949,1949,0,30,Drama,None,1,26,8,2,0,0,0,7.7
tt0042069,tvSeries,1950,1956,6,30,Crime,Drama,2,17,9,1,0,0,0,6.6
tt0042074,tvSeries,1950,1963,13,60,Drama,None,13,31.15384615,2,0,0,8,0,8
tt0042078,tvSeries,1950,1960,10,30,Family,Music,11,15.55555556,0,0,0,10,0,5
tt0042080,tvSeries,1950,1961,11,30,Family,Game-Show,0,0,1,1,0,8,0,7.3
tt0042083,tvSeries,1950,1956,6,30,Drama,None,6,30.16666667,5,5,0,0,0,8.2
tt0042084,tvSeries,1950,1951,1,30,Drama,Family,2,17,5,5,0,0,0,8.6
tt0042086,tvSeries,1950,1951,1,30,Drama,None,1,24,8,1,0,1,0,8.6
tt0042092,tvSeries,1950,1952,2,30,Crime,Drama,3,3,5,3,0,2,0,9.2
tt0042093,tvSeries,1950,1956,6,30,Western,None,6,26,10,0,0,0,0,7.1
tt0042094,tvSeries,1950,1955,5,60,Comedy,Romance,6,37.16666667,0,0,0,9,1,7.8
tt0042097,tvSeries,1950,1957,7,4,Animation,Comedy,3,7.666666667,3,2,0,0,2,7.3
tt0042098,tvSeries,1950,1955,5,30,Drama,None,5,48,8,1,0,1,0,7.9
tt0042100,tvSeries,1950,1952,2,30,Crime,Drama,2,21.5,8,2,0,0,0,6.8
tt0042104,tvSeries,1950,1952,2,30,Drama,None,1,301,5,5,0,0,0,7
tt0042105,tvSeries,1950,1950,0,60,Comedy,Music,2,5.5,0,0,0,10,0,7.2
tt0042106,tvSeries,1950,1950,0,60,Comedy,None,4,24.66666667,1,0,0,9,0,8.3
tt0042107,tvSeries,1950,1952,2,60,Music,None,1,26,0,0,0,10,0,7.8
tt0042108,tvSeries,1950,1954,4,15,Family,Western,0,0,7,0,0,3,0,7.2
tt0042109,tvSeries,1950,1958,8,30,Comedy,None,1,4,0,0,0,10,0,7.6
tt0042110,tvSeries,1950,1955,5,30,Family,Western,5,18.2,9,1,0,0,0,7.3
tt0042111,tvSeries,1950,1958,8,30,Comedy,None,8,34.125,7,3,0,0,0,8.6
tt0042114,tvSeries,1955,1956,1,30,Comedy,Family,1,39,5,3,0,2,0,8.6
tt0042116,tvSeries,1950,1965,15,30,Comedy,None,15,17.26666667,8,1,0,1,0,8.6
tt0042119,tvSeries,1950,1953,3,30,Comedy,Music,3,27,0,1,0,9,0,7.4
tt0042123,tvSeries,1950,1959,9,30,Comedy,Drama,7,48.28571429,3,2,0,5,0,7.8
tt0042125,tvSeries,1950,1950,0,30,Western,None,1,15,9,1,0,0,0,7.4
tt0042127,tvSeries,1950,1951,1,30,Drama,None,1,26,6,3,0,1,0,6.4
tt0042130,tvSeries,1947,1947,0,30,Game-Show,None,0,0,1,0,0,9,0,8.5
tt0042135,tvSeries,1950,1950,0,15,Comedy,Music,0,0,0,0,0,10,0,5.4
tt0042137,tvSeries,1950,1951,1,60,Drama,None,1,13,8,2,0,0,0,8.5
tt0042138,tvSeries,1950,1952,2,60,Drama,None,2,26,6,3,0,1,0,7.9
tt0042139,tvSeries,1950,1953,3,30,Crime,Drama,3,32.66666667,9,1,0,0,0,7.8
tt0042141,tvSeries,1950,1957,7,60,Drama,None,8,40.25,5,4,0,1,0,8.3
tt0042142,tvSeries,1950,1954,4,30,Action,Crime,6,35.57142857,9,1,0,0,0,7.9
tt0042144,tvSeries,1950,1951,1,30,Drama,None,3,15.66666667,3,5,0,1,1,8.1
tt0042151,tvSeries,1950,1955,5,30,Comedy,None,4,32.5,5,5,0,0,0,7.6
tt0042152,tvSeries,1950,1951,1,60,Drama,None,1,20,4,6,0,0,0,6.7
tt0042156,tvSeries,1950,1955,5,15,Action,Adventure,4,7,8,2,0,0,0,7.1
tt0042158,tvSeries,1950,1950,0,60,Drama,None,1,9,8,2,0,0,0,7.2
tt0042159,tvSeries,1950,1955,5,30,Crime,Drama,5,34,10,0,0,0,0,7.6
tt0042167,tvSeries,1950,1954,4,30,Drama,None,4,51.25,6,4,0,0,0,7.8
tt0042168,tvSeries,1950,1967,17,30,Family,Game-Show,18,48.33333333,0,0,0,10,0,8.6
tt0042170,tvSeries,1950,1959,9,30,Family,None,0,0,1,0,0,9,0,7.8
tt0042171,tvSeries,1950,1961,11,30,Comedy,Family,11,24.91666667,0,0,0,10,0,8.5
tt0042172,tvSeries,1950,1959,9,30,Family,Music,0,0,0,0,0,10,0,8.1
tt0042173,tvSeries,1950,1954,4,90,Comedy,None,5,33.6,0,0,0,9,1,8.7
tt0043169,tvSeries,1951,1960,9,30,Western,None,4,25.75,10,0,0,0,0,7.3
tt0043170,tvSeries,1951,1958,7,30,Family,Western,8,14.125,10,0,0,0,0,7.8
tt0043175,tvSeries,1951,1953,2,30,Comedy,None,4,19,6,2,0,0,2,8.6
tt0043182,tvSeries,1951,1953,2,30,Crime,Drama,2,29,8,2,0,0,0,7.7
tt0043183,tvSeries,1951,1952,1,60,Drama,None,1,20,9,1,0,0,0,7.8
tt0043184,tvSeries,1951,1951,0,60,Drama,Family,1,13,7,3,0,0,0,8.6
tt0043186,tvSeries,1951,1952,1,30,Drama,None,2,7,8,2,0,0,0,5.5
tt0043192,tvSeries,1956,1963,7,60,Music,None,7,23,0,0,0,10,0,8.1
tt0043194,tvSeries,1951,1959,8,30,Crime,Drama,8,34.5,10,0,0,0,0,7.5
tt0043199,tvSeries,1951,1955,4,30,Crime,Mystery,4,30.4,9,1,0,0,0,8
tt0043201,tvSeries,1951,1953,2,30,Crime,Drama,1,34,7,3,0,0,0,6
tt0043204,tvSeries,1951,1957,6,60,Drama,None,6,24,6,4,0,0,0,8.1
tt0043206,tvSeries,1951,1953,2,30,Drama,None,2,25,5,3,0,2,0,5.9
tt0043208,tvSeries,1951,1957,6,30,Comedy,Family,6,30,7,3,0,0,0,8.5
tt0043210,tvSeries,1951,1952,1,60,Comedy,Drama,1,39,1,1,0,8,0,6.9
tt0043214,tvSeries,1951,1980,29,25,Drama,Romance,1,3656,4,4,0,1,1,7.7
tt0043215,tvSeries,1951,1953,2,30,Drama,None,2,20,7,3,0,0,0,7.4
tt0043222,tvSeries,1951,1953,2,30,None,None,1,11,0,0,0,10,0,8.2
tt0043223,tvSeries,1951,1953,2,30,Western,None,3,26,10,0,0,0,0,7.5
tt0043224,tvSeries,1951,2016,65,60,Comedy,None,20,25.89473684,4,0,0,5,1,8.1
tt0043225,tvSeries,1951,1957,6,30,Family,Western,6,16.66666667,9,1,0,0,0,7.2
tt0043228,tvSeries,1951,1959,8,30,Comedy,Drama,8,45.25,7,0,0,3,0,7.8
tt0043229,tvSeries,1951,1986,35,30,Drama,Romance,1,4565,6,2,0,0,2,7.2
tt0043232,tvSeries,1951,1962,11,30,Adventure,Family,4,18,9,1,0,0,0,7.8
tt0043234,tvSeries,1950,1955,5,30,Action,Adventure,5,41.8,7,2,0,0,1,6.9
tt0043235,tvSeries,1951,1958,7,30,Game-Show,None,0,0,0,0,0,10,0,4.2
tt0043238,tvSeries,1951,1953,2,25,Drama,Horror,2,42.5,6,4,0,0,0,7.1
tt0043242,tvSeries,1951,1951,0,30,Comedy,Music,0,0,1,0,0,8,0,7.9
tt0044229,tvSeries,1952,1957,5,25,Comedy,Family,2,26,9,1,0,0,0,8.1
tt0044230,tvSeries,1952,1966,14,30,Comedy,Drama,14,31.07142857,9,1,0,0,0,7.4
tt0044231,tvSeries,1952,1958,6,30,Action,Adventure,6,17.33333333,8,2,0,0,0,7.7
tt0044238,tvSeries,1952,1954,2,30,Adventure,None,1,26,8,2,0,0,0,7.9
tt0044240,tvSeries,1952,1961,9,30,Comedy,None,7,7.285714286,10,0,0,0,0,6.9
tt0044243,tvSeries,1952,1954,2,60,Comedy,Drama,3,24.33333333,6,4,0,0,0,7
tt0044245,tvSeries,1952,1954,2,30,Drama,None,2,47,6,4,0,0,0,7.2
tt0044247,tvSeries,1952,1952,0,30,Action,Adventure,1,7,7,3,0,0,0,6.2
tt0044248,tvSeries,1952,1957,5,60,Drama,None,5,26.4,10,0,0,0,0,8.8
tt0044250,tvSeries,1952,1952,0,30,Adventure,None,1,25,8,2,0,0,0,7.6
tt0044254,tvSeries,1952,1952,0,30,Western,None,1,39,10,0,0,0,0,6.6
tt0044255,tvSeries,1952,1953,1,30,Crime,Drama,1,26,10,0,0,0,0,4.8
tt0044256,tvSeries,1952,1952,0,30,Drama,None,1,14,7,3,0,0,0,6
tt0044257,tvSeries,1950,1950,0,26,Adventure,None,1,37,9,1,0,0,0,7.1
tt0044259,tvSeries,1952,1970,18,25,Western,None,18,25,6,0,0,3,1,7.6
tt0044261,tvSeries,1952,1953,1,30,Drama,None,1,43,7,3,0,0,0,6.6
tt0044262,tvSeries,1952,1956,4,60,Comedy,Family,0,0,0,1,0,9,0,8.1
tt0044263,tvSeries,1952,1956,4,30,Comedy,Crime,4,32.25,9,1,0,0,0,7.7
tt0044264,tvSeries,1952,1952,0,30,Crime,Drama,2,4.666666667,8,1,0,0,1,6.9
tt0044265,tvSeries,1952,2009,57,60,Drama,Romance,50,3894.5,5,4,0,0,1,6.5
tt0044266,tvSeries,1951,1952,1,30,Comedy,Drama,1,39,7,2,0,1,0,8.2
tt0044269,tvSeries,1952,1955,3,30,Comedy,None,3,32.66666667,6,4,0,0,0,7.8
tt0044270,tvSeries,1952,1967,15,30,Family,Game-Show,2,9,0,0,0,8,2,8
tt0044272,tvSeries,1952,1973,21,60,Comedy,None,5,18.83333333,5,2,0,3,0,8.5
tt0044275,tvSeries,1952,1960,8,30,Family,Game-Show,0,0,0,0,0,10,0,6.5
tt0044277,tvSeries,1952,1954,2,30,Comedy,Drama,2,28.5,7,3,0,0,0,7.5
tt0044279,tvSeries,1952,1955,3,30,Comedy,None,2,14,4,4,0,1,1,7.6
tt0044281,tvSeries,1952,1954,2,30,Comedy,None,3,14.33333333,5,4,0,0,1,6.9
tt0044282,tvSeries,1952,1953,1,30,Comedy,None,1,33,6,4,0,0,0,7.3
tt0044283,tvSeries,1952,1955,3,30,Comedy,None,4,31.25,5,4,0,0,1,7.6
tt0044284,tvSeries,1952,1961,9,55,Drama,History,8,17.55555556,5,2,0,3,0,8.6
tt0044287,tvSeries,1952,1956,4,30,Comedy,Family,4,32.5,5,5,0,0,0,8
tt0044288,tvSeries,1952,1952,0,30,Crime,Drama,1,21,10,0,0,0,0,6.7
tt0044289,tvSeries,1952,1954,2,30,Adventure,None,2,26,9,1,0,0,0,7.3
tt0044290,tvSeries,1952,1953,1,30,Drama,Mystery,2,12,9,1,0,0,0,8
tt0044294,tvSeries,1952,1953,1,30,Drama,None,1,13,5,5,0,0,0,7
tt0044296,tvSeries,1950,1987,37,30,Biography,Family,9,36.33333333,0,0,0,10,0,7
tt0044298,tvSeries,1952,1952,0,240,News,Talk-Show,1,1.5,0,0,0,9,1,4.6
tt0044301,tvSeries,1952,1952,0,30,Drama,None,2,19.5,6,3,0,1,0,8.1
tt0045372,tvSeries,1950,1968,18,30,Documentary,None,0,0,0,0,0,10,0,7.4
tt0045373,tvSeries,1950,1950,0,60,Comedy,Family,17,3.5,0,0,0,10,0,7.4
tt0045378,tvSeries,1953,1955,2,30,Drama,None,2,32,6,4,0,0,0,8
tt0045379,tvSeries,1953,1957,4,15,Comedy,Music,2,24,1,0,0,9,0,7.8
tt0045380,tvSeries,1953,1959,6,30,Comedy,Family,2,13.66666667,8,1,0,0,1,8
tt0045382,tvSeries,1953,1953,0,30,Action,Adventure,1,12,8,2,0,0,0,5.8
tt0045383,tvSeries,1952,1954,2,30,Comedy,Music,1,1,2,4,0,4,0,7.3
tt0045385,tvSeries,1953,1957,4,23,Drama,None,5,31.2,7,2,0,1,0,8.9
tt0045387,tvSeries,1953,1953,0,30,Comedy,None,3,26.5,5,5,0,0,0,7.7
tt0045395,tvSeries,1953,1962,9,30,Comedy,Drama,10,30.4,5,1,0,3,1,7
tt0045397,tvSeries,1953,1956,3,30,Drama,None,3,38,7,3,0,0,0,8.2
tt0045398,tvSeries,1953,1953,0,30,Action,Crime,1,25,8,2,0,0,0,6.7
tt0045399,tvSeries,1953,1954,1,30,Comedy,Romance,1,2.5,5,5,0,0,0,7.1
tt0045406,tvSeries,1953,1958,5,30,Comedy,None,6,36.5,7,3,0,0,0,8
tt0045407,tvSeries,1952,1955,3,30,Comedy,None,2,13.66666667,7,3,0,0,0,7.3
tt0045409,tvSeries,1953,1961,8,30,Drama,None,8,32.125,6,3,0,1,0,7.6
tt0045410,tvSeries,1953,1965,12,30,Comedy,Family,11,27.18181818,4,6,0,0,0,7.1
tt0045411,tvSeries,1953,1955,2,30,Crime,Drama,2,44.5,7,3,0,0,0,7.4
tt0045412,tvSeries,1953,1954,1,30,Drama,None,2,19.5,10,0,0,0,0,6.8
tt0045414,tvSeries,1953,1955,2,30,Comedy,None,2,13,3,5,0,0,2,8
tt0045415,tvSeries,1953,1954,1,60,Drama,None,1,15,7,3,0,0,0,7.3
tt0045419,tvSeries,1953,1955,2,30,Comedy,Drama,3,16.25,8,1,0,1,0,7.9
tt0045428,tvSeries,1955,1955,0,30,Crime,Drama,1,13,8,2,0,0,0,7.5
tt0045430,tvSeries,1953,1955,2,30,Drama,None,2,46,4,3,0,3,0,8.3
tt0045431,tvSeries,1953,1961,8,30,Documentary,News,8,38.5,0,0,0,10,0,8.3
tt0045433,tvSeries,1953,1954,1,30,Drama,None,1,23,7,2,0,1,0,7.7
tt0045434,tvSeries,1953,1955,2,30,Comedy,None,1,40,8,2,0,0,0,7.9
tt0045435,tvSeries,1953,1957,4,30,Comedy,None,5,21,7,3,0,0,0,7.9
tt0045436,tvSeries,1953,1953,0,30,Drama,Horror,1,6,8,2,0,0,0,7.3
tt0045437,tvSeries,1953,1954,1,30,Family,Sci-Fi,1,59,9,1,0,0,0,6.5
tt0045439,tvSeries,1953,1954,1,30,Sci-Fi,None,1,1,9,1,0,0,0,7.3
tt0045441,tvSeries,1953,1953,0,30,Drama,None,0,0,5,5,0,0,0,7.4
tt0045446,tvSeries,1953,1954,1,15,Drama,None,1,190,5,3,0,1,1,4.9
tt0045447,tvSeries,1953,1955,2,30,Comedy,Fantasy,2,39,5,5,0,0,0,8.3
tt0045449,tvSeries,1953,1963,10,60,Comedy,Drama,10,25,6,3,0,0,1,8.2
tt0045450,tvSeries,1953,1957,4,15,Drama,None,1,512,3,7,0,0,0,7.7
tt0045455,tvSeries,1953,1953,0,30,Comedy,None,2,30,4,6,0,0,0,7.3
tt0045458,tvSeries,1953,1972,19,30,Drama,History,5,24.83333333,9,0,0,1,0,8.5
tt0046574,tvSeries,1954,1957,3,30,Drama,None,1,27,6,4,0,0,0,8.3
tt0046576,tvSeries,1954,1959,5,30,Family,Western,5,32.8,10,0,0,0,0,7
tt0046578,tvSeries,1954,1957,3,30,Western,None,3,27,9,1,0,0,0,7.3
tt0046580,tvSeries,1954,1955,1,60,Comedy,Drama,1,9,4,5,0,1,0,7.3
tt0046583,tvSeries,1954,1962,8,25,Drama,None,1,259,3,6,0,0,1,7.4
tt0046584,tvSeries,1954,1957,3,60,Comedy,None,3,23.5,0,0,0,10,0,8.1
tt0046585,tvSeries,1954,1958,4,30,Sci-Fi,None,2,19.5,10,0,0,0,0,7.8
tt0046587,tvSeries,1954,1958,4,60,Drama,None,4,41.5,8,0,0,2,0,6.8
tt0046588,tvSeries,1954,1956,2,30,Crime,Drama,1,26,9,1,0,0,0,7.2
tt0046590,tvSeries,1952,1952,0,30,Drama,None,0,0,6,3,0,1,0,2.7
tt0046591,tvSeries,1954,1955,1,30,Comedy,None,1,32,5,2,0,2,1,6.9
tt0046592,tvSeries,1954,1959,5,30,Comedy,None,5,30.4,4,5,0,0,1,8
tt0046593,tvSeries,1954,1997,43,120,Adventure,Drama,34,21.88235294,7,0,0,2,1,8.4
tt0046594,tvSeries,1954,1955,1,30,Comedy,Music,1,19,5,2,0,3,0,7.8
tt0046600,tvSeries,1954,1960,6,30,Comedy,Family,6,30.66666667,4,5,0,0,1,7.4
tt0046601,tvSeries,1952,1953,1,30,Crime,Drama,0,0,7,3,0,0,0,7
tt0046604,tvSeries,1954,1960,6,30,Comedy,Talk-Show,5,13.2,0,0,0,10,0,7.5
tt0046606,tvSeries,1954,1955,1,30,Comedy,None,1,38,6,3,0,0,1,8.1
tt0046610,tvSeries,1954,1956,2,30,Comedy,None,2,39,6,2,0,0,2,7.7
tt0046612,tvSeries,1954,1955,1,30,Drama,None,0,0,6,4,0,0,0,8.5
tt0046613,tvSeries,1954,1956,2,30,Comedy,Music,2,25,0,0,0,10,0,7.9
tt0046615,tvSeries,1954,1954,0,30,Comedy,None,1,25,8,1,0,0,1,6.7
tt0046616,tvSeries,1954,1956,2,30,Drama,None,3,29.66666667,9,1,0,0,0,8
tt0046617,tvSeries,1954,1974,20,30,Adventure,Drama,18,29.38888889,6,4,0,0,0,6.5
tt0046618,tvSeries,1954,1960,6,60,Drama,None,6,28.5,7,3,0,0,0,8.2
tt0046621,tvSeries,1954,1954,0,60,Crime,Drama,1,15,6,4,0,0,0,7.1
tt0046622,tvSeries,1954,1955,1,30,Comedy,None,1,13,6,3,0,0,1,9
tt0046623,tvSeries,1954,1956,2,30,Drama,None,2,29.5,6,3,0,0,1,8.2
tt0046624,tvSeries,1954,1954,0,30,Comedy,None,1,39,6,4,0,0,0,7.5
tt0046625,tvSeries,1954,1955,1,30,Comedy,None,1,33,7,2,0,0,1,7.6
tt0046628,tvSeries,1954,1955,1,30,Drama,None,2,24.5,7,1,0,0,2,7.6
tt0046629,tvSeries,1954,1956,2,30,Action,Adventure,2,9,8,2,0,0,0,7.3
tt0046634,tvSeries,1954,1958,4,30,Adventure,None,1,15,7,2,0,0,1,7.4
tt0046635,tvSeries,1954,1961,7,30,Comedy,Family,0,0,1,1,0,8,0,7
tt0046637,tvSeries,1954,1957,3,90,Comedy,Drama,3,9,4,5,0,1,0,8
tt0046638,tvSeries,1954,1955,1,30,Crime,Drama,2,33.5,7,1,0,0,2,7.8
tt0046639,tvSeries,1954,1954,0,26,Family,Sci-Fi,1,37,8,2,0,0,0,5.6
tt0046641,tvSeries,1954,1974,20,30,Drama,Romance,1,4495,3,6,0,0,1,5.1
tt0046642,tvSeries,1954,1955,1,30,Crime,Drama,1,39,10,0,0,0,0,7.5
tt0046643,tvSeries,1954,1958,4,60,Adventure,Drama,4,8.25,3,0,0,7,0,7.7
tt0046645,tvSeries,1955,1956,1,30,Drama,None,1,25,10,0,0,0,0,8
tt0046646,tvSeries,1954,1956,2,30,Comedy,Music,2,26,0,0,0,10,0,7.3
tt0046647,tvSeries,1954,1955,1,30,Western,None,2,19.5,8,2,0,0,0,7.1
tt0046648,tvSeries,1954,1958,4,30,Drama,Family,4,33.5,6,2,0,1,1,7.9
tt0046650,tvSeries,1954,1954,0,30,None,None,0,0,6,4,0,0,0,7.7
tt0046652,tvSeries,1953,1957,4,105,Comedy,Music,3,194.6666667,0,0,0,9,1,7.9
tt0046658,tvSeries,1952,1953,1,30,Action,Documentary,1,26,1,0,0,9,0,8.6
tt0046659,tvSeries,1954,1961,7,30,Crime,Drama,7,31.57142857,8,2,0,0,0,7.7
tt0046660,tvSeries,1954,1956,2,30,Adventure,Crime,2,39,8,2,0,0,0,8.3
tt0047701,tvSeries,1955,1958,3,30,Family,Game-Show,0,0,0,0,0,10,0,6.3
tt0047702,tvSeries,1955,1957,2,60,Drama,None,2,18.5,7,2,0,1,0,7.8
tt0047703,tvSeries,1955,1956,1,30,Adventure,Western,1,26,10,0,0,0,0,7.3
tt0047704,tvSeries,1954,1954,0,30,Adventure,None,1,39,7,2,0,0,1,7.6
tt0047705,tvSeries,1955,1957,2,30,Adventure,Family,1,26,9,1,0,0,0,7.2
tt0047706,tvSeries,1955,1960,5,30,Action,Adventure,4,35.75,8,2,0,0,0,7.6
tt0047707,tvSeries,1955,1957,2,60,Drama,None,2,26,8,2,0,0,0,7.4
tt0047708,tvSeries,1955,1962,7,25,Comedy,Crime,7,38.28571429,7,2,0,1,0,8.5
tt0047713,tvSeries,1955,1956,1,30,Adventure,Drama,2,26.5,9,1,0,0,0,7
tt0047714,tvSeries,1952,1970,18,30,Family,None,1,76,0,0,0,10,0,7
tt0047716,tvSeries,1955,1956,1,30,Western,None,1,26,9,1,0,0,0,8.1
tt0047717,tvSeries,1955,1955,0,30,Adventure,None,2,21,10,0,0,0,0,7.4
tt0047718,tvSeries,1955,1992,37,60,Family,None,21,1.5,4,1,0,4,1,8
tt0047719,tvSeries,1955,1955,0,60,Drama,None,1,10,7,2,0,1,0,6.2
tt0047720,tvSeries,1955,1963,8,60,Western,None,7,15.42857143,10,0,0,0,0,8
tt0047723,tvSeries,1956,1956,0,30,Adventure,Family,1,39,9,1,0,0,0,7.4
tt0047724,tvSeries,1955,1957,2,30,Drama,None,2,39,10,0,0,0,0,7.8
tt0047725,tvSeries,1955,1955,0,30,Comedy,None,1,39,8,2,0,0,0,8.6
tt0047726,tvSeries,1955,1956,1,30,Drama,None,2,26.5,10,0,0,0,0,8.2
tt0047727,tvSeries,1955,1956,1,30,Comedy,Drama,2,19.5,9,0,0,1,0,8
tt0047728,tvSeries,1955,1976,21,45,Crime,Drama,22,19.63636364,7,2,0,0,1,6.7
tt0047730,tvSeries,1955,1955,0,30,Comedy,None,1,39,5,2,0,3,0,7.7
tt0047731,tvSeries,1955,1956,1,90,Comedy,Drama,2,6,6,1,0,3,0,7.1
tt0047732,tvSeries,1955,1956,1,60,Biography,Drama,2,13.5,2,6,0,2,0,7.6
tt0047733,tvSeries,1955,1956,1,30,Western,None,1,31,8,0,0,0,2,7.7
tt0047734,tvSeries,1955,1960,5,30,Family,Western,5,23.2,9,1,0,0,0,7.4
tt0047735,tvSeries,1954,1956,2,30,Comedy,None,1,15,6,4,0,0,0,7
tt0047736,tvSeries,1955,1975,20,60,Western,None,20,31.75,7,1,0,0,2,8.1
tt0047738,tvSeries,1955,1956,1,30,Drama,None,2,23,5,4,0,1,0,7.2
tt0047739,tvSeries,1955,1959,4,30,Action,Crime,4,39,10,0,0,0,0,7.7
tt0047743,tvSeries,1955,1956,1,30,Comedy,None,1,12,4,5,0,0,1,7.1
tt0047745,tvSeries,1955,1958,3,30,Drama,None,3,31.66666667,7,2,0,1,0,7.7
tt0047746,tvSeries,1953,1956,3,30,Comedy,Music,1,15,0,1,0,9,0,8.3
tt0047747,tvSeries,1955,1956,1,20,Action,Adventure,1,26,9,1,0,0,0,7.4
tt0047748,tvSeries,1955,1956,1,60,Drama,None,1,7,5,3,0,2,0,8.2
tt0047749,tvSeries,1955,1982,27,60,Family,Music,25,14,0,0,0,10,0,6.9
tt0047750,tvSeries,1955,1961,6,30,Western,None,6,37.66666667,10,0,0,0,0,7.6
tt0047751,tvSeries,1954,1955,1,30,Adventure,None,1,39,8,2,0,0,0,8
tt0047752,tvSeries,1955,1959,4,30,Comedy,None,5,33.6,5,5,0,0,0,7.8
tt0047753,tvSeries,1955,1956,1,30,Documentary,None,1,30,1,1,0,8,0,6.6
tt0047754,tvSeries,1955,1955,0,30,Family,Game-Show,1,7,0,0,0,10,0,6.4
tt0047755,tvSeries,1954,1956,2,60,Comedy,None,3,9,0,0,0,10,0,6.8
tt0047756,tvSeries,1955,1958,3,60,Drama,Horror,3,187,4,5,0,1,0,8.1
tt0047757,tvSeries,1955,1958,3,60,Comedy,Drama,3,45.33333333,0,0,0,8,2,7.6
tt0047758,tvSeries,1955,1960,5,30,Drama,None,6,34.33333333,5,5,0,0,0,7.8
tt0047762,tvSeries,1955,1958,3,30,Comedy,None,3,21.66666667,5,4,0,0,1,8.1
tt0047763,tvSeries,1955,1959,4,30,Comedy,Family,4,35.75,9,0,0,0,1,8.4
tt0047764,tvSeries,1955,1956,1,60,Comedy,Drama,1,20,7,3,0,0,0,6.9
tt0047766,tvMiniSeries,1955,1955,0,30,Drama,Horror,1,6,9,1,0,0,0,7.2
tt0047767,tvSeries,1955,1957,2,25,Adventure,Drama,2,39,9,1,0,0,0,8.2
tt0047768,tvSeries,1955,1956,1,30,Comedy,Drama,1,35,7,3,0,0,0,7.2
tt0047770,tvSeries,1955,1955,0,30,Thriller,None,1,4,6,4,0,0,0,6.6
tt0047771,tvSeries,1955,1955,0,28,Adventure,None,1,25,8,2,0,0,0,6.2
tt0047772,tvSeries,1955,1955,0,30,Comedy,None,1,24,7,3,0,0,0,7.5
tt0047773,tvSeries,1955,1957,2,30,Adventure,None,2,26,9,1,0,0,0,7.8
tt0047775,tvSeries,1955,1955,0,30,Adventure,Family,1,25,10,0,0,0,0,8.1
